wl,Si,Sugar,PS
1658,0.673968098,0.902764934,0.827218
1659,0.673954553,0.902610731,0.818633
1660,0.673920061,0.902621487,0.809158
1661,0.673902791,0.902699865,0.799618
1662,0.67389006,0.902829916,0.788702
1663,0.673920516,0.903123135,0.777571
1664,0.673941863,0.903268508,0.766626
1665,0.673917923,0.903388845,0.755167
1666,0.673862053,0.903588798,0.744476
1667,0.673717246,0.903578828,0.733965
1668,0.673543639,0.903601194,0.723665
1669,0.67337754,0.903790778,0.714273
1670,0.673192016,0.903974071,0.704598
1671,0.672955016,0.904189961,0.695631
1672,0.672669958,0.90435221,0.687971
1673,0.672385237,0.904365618,0.680749
1674,0.672042858,0.904334052,0.674868
1675,0.671602596,0.904288315,0.670114
1676,0.671051412,0.904203285,0.666026
1677,0.670339701,0.904123641,0.662923
1678,0.669392729,0.903994338,0.660543
1679,0.668330605,0.903618138,0.65932
1680,0.667096002,0.903224156,0.659245
1681,0.66551815,0.902946779,0.659743
1682,0.66381885,0.902666902,0.66088
1683,0.661726058,0.902633504,0.6629
1684,0.659833697,0.90238596,0.665016
1685,0.657862286,0.901966082,0.667627
1686,0.65596234,0.90151412,0.670562
1687,0.654072086,0.900922484,0.673753
1688,0.652412014,0.900496028,0.677266
1689,0.650721528,0.900112391,0.681157
1690,0.649518882,0.899768985,0.685289
1691,0.648703667,0.899489829,0.68979
1692,0.648070534,0.899240502,0.694547
1693,0.647826734,0.89900367,0.69955
1694,0.647536956,0.898759172,0.705192
1695,0.647505683,0.898631377,0.711259
1696,0.647231629,0.898446169,0.717596
1697,0.64689785,0.898186978,0.724457
1698,0.64646828,0.898068708,0.731402
1699,0.646016129,0.897884983,0.738585
1700,0.645798934,0.897740631,0.745538
1701,0.645794245,0.897545507,0.753007
1702,0.646048611,0.897339408,0.760072
1703,0.646556392,0.897182567,0.766413
1704,0.647306389,0.897039481,0.772495
1705,0.648342224,0.897011578,0.777685
1706,0.649718838,0.8971378,0.782305
1707,0.651409335,0.897206189,0.786726
1708,0.653361334,0.897193791,0.790572
1709,0.655468495,0.897228034,0.794076
1710,0.657543938,0.897337184,0.797058
1711,0.659438327,0.89755234,0.799586
1712,0.6611803,0.897752833,0.801808
1713,0.662587406,0.897864776,0.8036
1714,0.663706844,0.897857242,0.805245
1715,0.66474508,0.897600704,0.806558
1716,0.665424589,0.897369643,0.807554
1717,0.665924814,0.897384727,0.808559
1718,0.666284798,0.897428372,0.809302
1719,0.666397841,0.897538216,0.809716
1720,0.666359333,0.897820547,0.810148
1721,0.666129337,0.897955701,0.810416
1722,0.665719116,0.897873228,0.810643
1723,0.665087768,0.897836036,0.811207
1724,0.664307719,0.897728963,0.811854
1725,0.663430159,0.897624242,0.812916
1726,0.662417578,0.897687656,0.814298
1727,0.66135459,0.897585645,0.816066
1728,0.660232501,0.89729501,0.818191
1729,0.658989672,0.89717837,0.820744
1730,0.657563716,0.897081485,0.823939
1731,0.656189375,0.897027192,0.827167
1732,0.654680459,0.897096092,0.830773
1733,0.653259826,0.897134077,0.834522
1734,0.651941237,0.897151094,0.838592
1735,0.650541685,0.897147768,0.842322
1736,0.649098836,0.897253151,0.846362
1737,0.647759177,0.89719343,0.849638
1738,0.64639147,0.896975059,0.852491
1739,0.645187999,0.896820719,0.854785
1740,0.644086033,0.896609159,0.856618
1741,0.643101075,0.896489102,0.857904
1742,0.642148819,0.896479311,0.858685
1743,0.641570877,0.896313414,0.858655
1744,0.641220474,0.896017937,0.858004
1745,0.641095199,0.896015278,0.856455
1746,0.641181833,0.895979753,0.854371
1747,0.641380331,0.896125477,0.85207
1748,0.64193382,0.896252065,0.849203
1749,0.642907663,0.89628776,0.846356
1750,0.644180884,0.896407632,0.84377
1751,0.645596215,0.896609824,0.841162
1752,0.646928003,0.896812016,0.838771
1753,0.648463309,0.896810296,0.836329
1754,0.650017021,0.89688138,0.833895
1755,0.651571829,0.896940521,0.831898
1756,0.653590329,0.896861419,0.8301
1757,0.655478705,0.896899635,0.828707
1758,0.657012051,0.896938411,0.827559
1759,0.658615363,0.897040517,0.826276
1760,0.659957809,0.897112387,0.825501
1761,0.6610144,0.897191627,0.825108
1762,0.662056607,0.897293146,0.824974
1763,0.662860136,0.89743598,0.825114
1764,0.663717179,0.897524588,0.82583
1765,0.664565825,0.89761643,0.826986
1766,0.665304934,0.897578318,0.828524
1767,0.666089192,0.897344329,0.830883
1768,0.666629798,0.89723605,0.833167
1769,0.666958579,0.897129113,0.835788
1770,0.667217151,0.897097427,0.838347
1771,0.667281761,0.89712695,0.841116
1772,0.667346365,0.897225312,0.843834
1773,0.667207603,0.897430127,0.846708
1774,0.667234556,0.897643126,0.849236
1775,0.667301795,0.898155047,0.851806
1776,0.667328874,0.898013507,0.853927
1777,0.667555123,0.897310449,0.855706
1778,0.667457869,0.897118874,0.857092
1779,0.667086154,0.896664518,0.858085
1780,0.666626781,0.896841821,0.858663
1781,0.666267679,0.897481512,0.858779
1782,0.666036425,0.897820189,0.858908
1783,0.666063795,0.89803449,0.858627
1784,0.666079149,0.898432861,0.858075
1785,0.665893557,0.898312214,0.857407
1786,0.665921118,0.897633868,0.85679
1787,0.665936651,0.897267021,0.856153
1788,0.666135427,0.897406258,0.855752
1789,0.666350552,0.897372565,0.855288
1790,0.666410747,0.897975667,0.854662
1791,0.666732865,0.898066689,0.854172
1792,0.667487786,0.897214456,0.853745
1793,0.668112323,0.896926067,0.85336
1794,0.668961251,0.896989567,0.852962
1795,0.669659156,0.896811523,0.852824
1796,0.670257345,0.896771986,0.852844
1797,0.670701644,0.89664131,0.853097
1798,0.670629527,0.896032034,0.854224
1799,0.671129828,0.895875057,0.854512
1800,0.67191337,0.896504039,0.854539
1801,0.645494235,0.860802036,0.872391
1802,0.644832563,0.857671304,0.874868
1803,0.651680913,0.8380546,0.879318
1804,0.65411075,0.823340554,0.882446
1805,0.655686769,0.807218143,0.874877
1806,0.654793619,0.794172355,0.867634
1807,0.650131901,0.768045401,0.859718
1808,0.647492227,0.754587153,0.855825
1809,0.643688442,0.750966454,0.851502
1810,0.626483803,0.784959496,0.833599
1811,0.633963574,0.78722158,0.832352
1812,0.671055146,0.788215833,0.858711
1813,0.692759785,0.786107877,0.863461
1814,0.746596392,0.762819219,0.854341
1815,0.770887667,0.736924207,0.858181
1816,0.762949553,0.695194123,0.866537
1817,0.743400162,0.664745643,0.8671
1818,0.696859865,0.630216574,0.867235
1819,0.568521163,0.55888891,0.881167
1820,0.513432371,0.507158401,0.877051
1821,0.46060935,0.516416132,0.841957
1822,0.429435637,0.504249112,0.826578
1823,0.499917378,0.528513941,0.805044
1824,0.546295213,0.49647118,0.807379
1825,0.636445654,0.504458454,0.846795
1826,0.717554124,0.337577664,0.868143
1827,0.683442616,0.219626645,0.88205
1828,0.903971216,0.29666497,0.940189
1829,1.068077635,0.358560182,1.002827
1830,0.746108544,0.607660343,1.123618
1831,0.716285285,0.679396792,1.163336
1832,1.421740639,0.634714276,1.150214
1833,1.17350456,0.613398865,1.091466
1834,0.366358239,-2.000287727,0.808543
1835,0.648180979,0.633597723,0.617266
1836,0.476495163,0.631351588,0.453041
1837,1.055837611,0.703362435,0.519272
1838,1.20742394,0.663696543,0.607179
1839,-14.7721118,0.293623094,0.982033
1840,6.049999668,-3.58494284,1.338595
1841,-0.357148157,2.307818303,1.712592
1842,-0.497094236,0.985414625,2.6767
1843,-0.148342108,0.796316457,2.645105
1844,0.62635071,1.397350926,1.990277
1845,1.068831846,-0.282038359,2.414718
1846,1.677636865,-0.032457654,2.346278
1847,2.215538063,0.090661842,2.39066
1848,0.434315859,0.325453258,3.751642
1849,0.26570678,1.500248326,3.52279
1850,2.618052069,-23.94819791,2.099271
1851,-0.061035264,-3.386919918,1.617455
1852,0.476478867,-1.902925587,1.046641
1853,0.615176533,-0.526569315,0.686826
1854,0.551755405,-0.839325965,0.835944
1855,0.516827747,-1.467070093,1.035613
1856,0.56578917,-1.732123969,1.301458
1857,0.463169483,-2.802868917,1.931112
1858,0.30366642,-3.380065449,1.915397
1859,-0.062532895,-2.376454936,1.083072
1860,-0.869484278,-0.862132306,0.773866
1861,-1.657877672,-0.617908058,0.706597
1862,-1.912987123,-0.449363185,0.716085
1863,-3.047656991,-0.27459016,0.81166
1864,-0.616151288,-0.418032259,0.854107
1865,0.052757536,-0.545482326,0.860213
1866,0.62895989,-0.466552861,0.964881
1867,1.208635843,-0.465345481,1.165445
1868,1.877619453,-0.708621878,1.347752
1869,5.626301273,-0.379851986,2.310651
1870,-1.351902997,-0.054227526,5.241904
1871,-1.157459018,0.002738627,7.515151
1872,4.069277233,0.127065993,5.367254
1873,-0.459444831,0.37390282,3.035685
1874,-0.192381584,0.860497386,1.403491
1875,-0.412485442,-0.675918134,0.870581
1876,-0.602560348,0.017317654,1.001554
1877,-0.697961669,0.076000278,0.983688
1878,-1.019075752,0.267823623,1.057414
1879,7.99595789,-1.458640472,1.101426
1880,1.813176687,-0.218635209,1.356807
1881,0.7953211,-0.014958176,1.319342
1882,-3.656801706,-0.336985816,1.137506
1883,-4.598781476,-0.444645583,1.129156
1884,6.657302693,-0.291224598,1.08421
1885,0.889655887,0.311504343,0.922541
1886,0.753344581,0.495238996,0.911284
1887,0.645863958,0.715996977,0.9759
1888,0.419733622,1.663986186,1.06421
1889,0.310425323,3.723031949,1.053648
1890,0.144364195,-3.094899085,1.058322
1891,0.043606957,-6.125244675,1.020574
1892,0.038434722,-3.019211407,0.979935
1893,0.004621848,-1.756338718,1.02328
1894,0.02614813,-1.149022915,1.166515
1895,-0.139221412,-1.447309826,1.203775
1896,0.830952586,-2.239513141,1.304841
1897,0.35932739,0.489964926,1.368288
1898,0.115734445,-0.216387121,1.268999
1899,0.065934843,-0.268200917,1.345122
1900,0.057971495,-0.146877604,1.31551
1901,0.115123311,-0.114975339,1.112175
1902,0.181801523,0.044898358,0.973814
1903,0.220201198,1.681183713,0.658147
1904,0.234571949,-2.144624249,0.596367
1905,0.088294037,-1.132368577,0.718055
1906,0.003503838,-0.685935753,0.772834
1907,-0.02295431,-0.55514466,0.828457
1908,-0.682539572,-0.336284527,1.096095
1909,13.10943637,-0.458964061,1.433529
1910,0.865265641,-0.323000535,1.265777
1911,0.809085858,-0.36379979,1.128865
1912,0.324897289,0.485714471,1.041089
1913,0.066325173,0.202227085,0.973282
1914,-2.04657235,-3.500369344,0.860118
1915,-2.500283561,-327.741636,0.861269
1916,-0.322320583,0.308220933,0.929297
1917,-0.178851895,0.126826414,0.949185
1918,0.338830105,-0.359885052,1.0069
1919,1.450016764,-10.25325153,0.987543
1920,-0.068475392,-16.70263342,0.926441
1921,0.142434539,2.331530573,0.865209
1922,0.226622628,2.060003786,0.811768
1923,0.342847543,3.309438421,0.720785
1924,0.424204201,2.632944312,0.702807
1925,0.523954491,1.860936061,0.700426
1926,0.655531944,1.402157353,0.719254
1927,1.080657248,0.982541474,0.764662
1928,1.171343942,0.823857141,0.798685
1929,1.093815783,0.75653694,0.855538
1930,0.914029793,0.76720522,0.880957
1931,0.81084681,0.739197983,0.905804
1932,0.663523895,0.71489803,0.929057
1933,0.632025902,0.691898324,0.941205
1934,0.603184856,0.640244726,0.945683
1935,0.626345082,0.65978452,0.946688
1936,0.690491938,0.701988218,0.945267
1937,0.715620818,0.728950969,0.937472
1938,0.781922007,0.782133296,0.922213
1939,0.779260158,0.813303736,0.913391
1940,0.753544683,0.833120721,0.905611
1941,0.707192023,0.837808325,0.894025
1942,0.676272972,0.840917184,0.892807
1943,0.61853935,0.854626644,0.899934
1944,0.611807115,0.839142713,0.89847
1945,0.624271281,0.804608473,0.897625
1946,0.629037898,0.786383385,0.894577
1947,0.658163012,0.747151836,0.883286
1948,0.661490527,0.740801751,0.880021
1949,0.642366416,0.747239397,0.883926
1950,0.637870286,0.761466661,0.882323
1951,0.634984581,0.785703959,0.8799
1952,0.625686449,0.83805598,0.87619
1953,0.629961103,0.85691114,0.877746
1954,0.651032234,0.879387637,0.878833
1955,0.653688403,0.877719441,0.880394
1956,0.652592639,0.846037366,0.885918
1957,0.651781413,0.83885103,0.890256
1958,0.640477972,0.831245644,0.891576
1959,0.640605495,0.829609195,0.894102
1960,0.648228374,0.832880829,0.898992
1961,0.650975309,0.83857488,0.902439
1962,0.653221158,0.845117934,0.905064
1963,0.657050773,0.850616611,0.90655
1964,0.657529303,0.857817603,0.908052
1965,0.654481928,0.869715241,0.910442
1966,0.655550893,0.872996365,0.910128
1967,0.657970751,0.873739051,0.907652
1968,0.659032938,0.874761996,0.907292
1969,0.662138555,0.872886778,0.905747
1970,0.662299888,0.872498504,0.906028
1971,0.659979307,0.872729146,0.908552
1972,0.659071531,0.873443874,0.910443
1973,0.657920966,0.87403862,0.910693
1974,0.655609691,0.874225894,0.91089
1975,0.655293165,0.874953907,0.910279
1976,0.656128653,0.876584015,0.908049
1977,0.656282758,0.877202872,0.906968
1978,0.656731054,0.877621994,0.905703
1979,0.657160925,0.878208502,0.905305
1980,0.657142911,0.878008896,0.904947
1981,0.657629699,0.878627433,0.905381
1982,0.658679217,0.881347263,0.907426
1983,0.659580439,0.880855006,0.908242
1984,0.660211071,0.880831141,0.908825
1985,0.660840649,0.881087003,0.909042
1986,0.661389639,0.880084166,0.91017
1987,0.661802523,0.876859805,0.911274
1988,0.662233257,0.876365036,0.912495
1989,0.662954298,0.876480096,0.915198
1990,0.663105091,0.876932036,0.916589
1991,0.662895177,0.879886272,0.917069
1992,0.662557169,0.880793702,0.917805
1993,0.661425006,0.881436865,0.918538
1994,0.660795479,0.880438396,0.918533
1995,0.660409713,0.878202026,0.919189
1996,0.660194046,0.876362865,0.920459
1997,0.660231701,0.875125281,0.921062
1998,0.661115782,0.873887218,0.92199
1999,0.661606319,0.873316052,0.92204
2000,0.661748232,0.875517565,0.919932
2001,0.662764467,0.875299951,0.918411
2002,0.665088547,0.875799948,0.915508
2003,0.666942169,0.872264841,0.914949
2004,0.669201313,0.864154959,0.916338
2005,0.671454494,0.853508403,0.919463
2006,0.673416956,0.844574042,0.923123
2007,0.67183947,0.839683032,0.92185
2008,0.671342234,0.840366333,0.921908
2009,0.671061872,0.851680627,0.921439
2010,0.669224083,0.854377152,0.918552
2011,0.665938335,0.857977129,0.913924
2012,0.663990764,0.859580779,0.912352
2013,0.661551785,0.856757719,0.908571
2014,0.660245852,0.855834329,0.907736
2015,0.659278797,0.856016084,0.909332
2016,0.659416307,0.855695508,0.91168
2017,0.661735423,0.854376226,0.91446
2018,0.661728634,0.854505196,0.916278
2019,0.661251022,0.853820427,0.919218
2020,0.66075562,0.85326665,0.920325
2021,0.660511249,0.852527251,0.920222
2022,0.659116802,0.851713034,0.91871
2023,0.659264201,0.850227555,0.918286
2024,0.660816552,0.84912685,0.916919
2025,0.661527338,0.847081082,0.917044
2026,0.662043694,0.843902077,0.918303
2027,0.662262477,0.842136809,0.918524
2028,0.66347022,0.839956783,0.91981
2029,0.663671362,0.837355791,0.920206
2030,0.665154185,0.835850409,0.919217
2031,0.666232556,0.833880783,0.920063
2032,0.666560796,0.832674926,0.920217
2033,0.666785913,0.83228154,0.91955
2034,0.666565354,0.83095411,0.920399
2035,0.665591939,0.829592158,0.921862
2036,0.664959175,0.828126051,0.922976
2037,0.663730348,0.82579943,0.925556
2038,0.663149674,0.824276307,0.926679
2039,0.663041833,0.823295828,0.926669
2040,0.662540231,0.82200194,0.927431
2041,0.661869182,0.82065049,0.928469
2042,0.661954995,0.818023727,0.92787
2043,0.661746535,0.815443369,0.928814
2044,0.661390421,0.813293833,0.929832
2045,0.661204213,0.811199798,0.929846
2046,0.661440047,0.809339308,0.929704
2047,0.661425308,0.80808213,0.92885
2048,0.661052893,0.807236557,0.926177
2049,0.661138166,0.80570902,0.924709
2050,0.661403625,0.804711967,0.922968
2051,0.662113668,0.802848994,0.921468
2052,0.663000953,0.800174771,0.922351
2053,0.663576267,0.798112351,0.922346
2054,0.664696651,0.79592815,0.922769
2055,0.664723123,0.793798273,0.92335
2056,0.663935571,0.792296505,0.921247
2057,0.662852133,0.790867573,0.920762
2058,0.662081099,0.789357179,0.921418
2059,0.660655088,0.788924966,0.923121
2060,0.660376669,0.787268662,0.923967
2061,0.660926339,0.784572099,0.926706
2062,0.661468278,0.782590573,0.926696
2063,0.662464377,0.780697351,0.925117
2064,0.663216511,0.778187409,0.922841
2065,0.663960127,0.776551812,0.919673
2066,0.664397273,0.775163308,0.91829
2067,0.665068772,0.773573238,0.918751
2068,0.66508676,0.771624992,0.919944
2069,0.664786137,0.771470003,0.920773
2070,0.664784953,0.771108548,0.921258
2071,0.664514821,0.769597044,0.921489
2072,0.66365331,0.768407965,0.920263
2073,0.663434469,0.766791651,0.920175
2074,0.66362011,0.762954261,0.921053
2075,0.66351401,0.761204487,0.921681
2076,0.663276317,0.760479908,0.922284
2077,0.66346058,0.759420626,0.922817
2078,0.663534225,0.759442835,0.923786
2079,0.663454098,0.760207531,0.922975
2080,0.663595375,0.760609838,0.922555
2081,0.663723023,0.76118409,0.922051
2082,0.66403772,0.760757414,0.921594
2083,0.66425734,0.75984921,0.922312
2084,0.664435805,0.758965964,0.922219
2085,0.664142474,0.75794079,0.921959
2086,0.663946183,0.757119663,0.921426
2087,0.663336966,0.756500046,0.920359
2088,0.663248204,0.756213472,0.919113
2089,0.663240144,0.756008703,0.917585
2090,0.663730051,0.75600083,0.916318
2091,0.66423875,0.755969646,0.914534
2092,0.664336774,0.7556995,0.912867
2093,0.664518015,0.755937129,0.911643
2094,0.664990361,0.755850662,0.910261
2095,0.665108891,0.756709941,0.910785
2096,0.665436249,0.756995067,0.910894
2097,0.665129461,0.756542647,0.91035
2098,0.663971565,0.756157089,0.909875
2099,0.663297984,0.756019213,0.908784
2100,0.662103553,0.755822797,0.906125
2101,0.661826102,0.755838915,0.904787
2102,0.662290236,0.756527977,0.903751
2103,0.662639547,0.756593995,0.903316
2104,0.663405786,0.756229895,0.90345
2105,0.664153769,0.755787317,0.903519
2106,0.664314249,0.756003371,0.903831
2107,0.664636409,0.756017129,0.903453
2108,0.66475118,0.756695842,0.902863
2109,0.664316466,0.758153968,0.902157
2110,0.664235332,0.759202732,0.900928
2111,0.663982537,0.760307596,0.899872
2112,0.663856793,0.761454417,0.898964
2113,0.664181553,0.761825064,0.896763
2114,0.664245708,0.762239038,0.89512
2115,0.664410644,0.762324996,0.894276
2116,0.664347791,0.762872972,0.892172
2117,0.664165448,0.763415164,0.889032
2118,0.663662609,0.763988364,0.887488
2119,0.6631974,0.765458077,0.88434
2120,0.66283477,0.765981136,0.879692
2121,0.662259801,0.766506519,0.876073
2122,0.662036666,0.767605098,0.870688
2123,0.662414828,0.768413974,0.865958
2124,0.66224911,0.769571854,0.861772
2125,0.661890127,0.7700662,0.856727
2126,0.661750478,0.770332293,0.851901
2127,0.66109633,0.770520955,0.846311
2128,0.66083694,0.770272426,0.840152
2129,0.660986893,0.770300857,0.832933
2130,0.661742028,0.770701614,0.82543
2131,0.662093531,0.771017449,0.816037
2132,0.662524408,0.771120964,0.805119
2133,0.66318273,0.771514791,0.793341
2134,0.663540147,0.772433773,0.780736
2135,0.66361372,0.773106498,0.768066
2136,0.663526513,0.774654174,0.754415
2137,0.662941084,0.775979643,0.740158
2138,0.661950004,0.777475204,0.726366
2139,0.661192417,0.779420205,0.713087
2140,0.660891676,0.780836581,0.702005
2141,0.660761561,0.782688979,0.693077
2142,0.660848618,0.784225066,0.685725
2143,0.660763136,0.784852539,0.680119
2144,0.660402309,0.785173781,0.676204
2145,0.65964483,0.784264999,0.674511
2146,0.659319161,0.784634113,0.673234
2147,0.658873379,0.784926168,0.673906
2148,0.658698859,0.785949367,0.674705
2149,0.65888391,0.788206333,0.676294
2150,0.65909013,0.790199288,0.678013
2151,0.659222487,0.790947041,0.680657
2152,0.65900191,0.792093264,0.682443
2153,0.658847825,0.792716991,0.683526
2154,0.658002953,0.79255615,0.68454
2155,0.657505908,0.793207762,0.683675
2156,0.657191812,0.793956353,0.68245
2157,0.65690758,0.794092764,0.680209
2158,0.657688281,0.794665936,0.677007
2159,0.658113196,0.795811203,0.674395
2160,0.658241432,0.796819141,0.670538
2161,0.658102718,0.79794815,0.667038
2162,0.657650901,0.799718655,0.663727
2163,0.657281043,0.801083309,0.659995
2164,0.656504459,0.802149392,0.655301
2165,0.656063532,0.803252466,0.652423
2166,0.656374115,0.805023284,0.650108
2167,0.656076553,0.80596092,0.648425
2168,0.656057253,0.807223676,0.649601
2169,0.655716917,0.808960799,0.651437
2170,0.654931397,0.809535356,0.654328
2171,0.654574327,0.81013133,0.658483
2172,0.653678669,0.810571268,0.662609
2173,0.653621966,0.810442501,0.667419
2174,0.654015293,0.811223403,0.673032
2175,0.653677854,0.811892392,0.67898
2176,0.654098579,0.812756764,0.684977
2177,0.654054304,0.814185604,0.690488
2178,0.653956606,0.815248877,0.694318
2179,0.653950665,0.816192605,0.696581
2180,0.653825327,0.816911134,0.698391
2181,0.653414481,0.817598347,0.698558
2182,0.653193592,0.818057946,0.699106
2183,0.653110063,0.818165112,0.698997
2184,0.652402259,0.81789436,0.699419
2185,0.651979794,0.818578877,0.700069
2186,0.651285015,0.818629715,0.700976
2187,0.650408129,0.817561205,0.704053
2188,0.649870465,0.817817943,0.707622
2189,0.649203595,0.818867914,0.712374
2190,0.649014435,0.820013682,0.718829
2191,0.649049916,0.822371791,0.72431
2192,0.649120469,0.824931542,0.730025
2193,0.649490037,0.825589081,0.73654
2194,0.649491638,0.826209813,0.742418
2195,0.649445927,0.827197788,0.748855
2196,0.649262451,0.82803636,0.756778
2197,0.648841793,0.828823122,0.763392
2198,0.648206613,0.830372013,0.76988
2199,0.647908356,0.830674167,0.775211
2200,0.647722051,0.829440164,0.77911
2201,0.647490929,0.829646307,0.783205
2202,0.647627277,0.829877767,0.786527
2203,0.646862578,0.830411513,0.790191
2204,0.646140486,0.83270181,0.793178
2205,0.64501954,0.835031445,0.795895
2206,0.644464674,0.836178859,0.797728
2207,0.644397891,0.837759791,0.798239
2208,0.644456415,0.838282236,0.798746
2209,0.644740046,0.83839188,0.799221
2210,0.644704089,0.839390696,0.799724
2211,0.644483805,0.83917716,0.800433
2212,0.644155547,0.839722337,0.802477
2213,0.644178122,0.840217069,0.804334
2214,0.643879181,0.840138802,0.805265
2215,0.643448455,0.839872908,0.80583
2216,0.642911128,0.839914096,0.806323
2217,0.642112433,0.839404049,0.805381
2218,0.641326747,0.839368181,0.805814
2219,0.640547032,0.839768817,0.807153
2220,0.639916496,0.839751792,0.808584
2221,0.639140315,0.839307707,0.810134
2222,0.638587662,0.839636999,0.812661
2223,0.63889075,0.84101559,0.815275
2224,0.638655048,0.840966454,0.81659
2225,0.638716109,0.841035269,0.818101
2226,0.638871347,0.840368374,0.818901
2227,0.638487016,0.838206886,0.819201
2228,0.637829293,0.837604921,0.820363
2229,0.638037344,0.837304356,0.82247
2230,0.638186567,0.837142124,0.825636
2231,0.638177991,0.837742182,0.82882
2232,0.639033583,0.837614384,0.831475
2233,0.638909015,0.83811459,0.833228
2234,0.638614223,0.839104912,0.833809
2235,0.638193951,0.839724222,0.834248
2236,0.637169239,0.840624579,0.833831
2237,0.636603314,0.840712054,0.833946
2238,0.636155066,0.840835359,0.833762
2239,0.635700071,0.839931959,0.833906
2240,0.635810543,0.837243947,0.834165
2241,0.635347059,0.836093758,0.834565
2242,0.634593893,0.835331079,0.835293
2243,0.633668485,0.833447202,0.835879
2244,0.632493275,0.833882565,0.836242
2245,0.631104325,0.833933288,0.836276
2246,0.629838839,0.831624182,0.83538
2247,0.629004869,0.830160079,0.834347
2248,0.628447044,0.827247636,0.8329
2249,0.627526627,0.823952722,0.831396
2250,0.626741221,0.822799544,0.829622
2251,0.625862126,0.821085981,0.827337
2252,0.624956945,0.8198187,0.825496
2253,0.624324748,0.818958086,0.825272
2254,0.623578087,0.81797484,0.82503
2255,0.622932302,0.81791476,0.825218
2256,0.622093595,0.816645416,0.824986
2257,0.621096945,0.815341638,0.824181
2258,0.619885415,0.813410738,0.82334
2259,0.618523254,0.809839935,0.822662
2260,0.617102499,0.80706172,0.821695
2261,0.615293561,0.804193442,0.820847
2262,0.614033287,0.801829755,0.819511
2263,0.613120958,0.799700587,0.817543
2264,0.611806154,0.798579096,0.815636
2265,0.610948847,0.799229766,0.813354
2266,0.609346615,0.798257055,0.811276
2267,0.606972239,0.797314105,0.809292
2268,0.60482473,0.795132871,0.807446
2269,0.602789657,0.793178936,0.805057
2270,0.600343991,0.790219853,0.802649
2271,0.598884937,0.789064371,0.799774
2272,0.597582675,0.788923429,0.797594
2273,0.596254193,0.786236717,0.79627
2274,0.594200666,0.785852266,0.793717
2275,0.591476325,0.785085275,0.791744
2276,0.5891989,0.782326188,0.789056
2277,0.586184954,0.782200781,0.785448
2278,0.583853656,0.781052452,0.782345
2279,0.582074991,0.780715735,0.777535
2280,0.579209806,0.782661385,0.773508
2281,0.575860199,0.783677333,0.769734
2282,0.572029341,0.78560426,0.765882
2283,0.56801475,0.786078387,0.762004
2284,0.562455505,0.785623137,0.758548
2285,0.558769093,0.785218256,0.754947
2286,0.556067459,0.78400618,0.750776
2287,0.553057822,0.783405458,0.747282
2288,0.55133177,0.782516882,0.744758
2289,0.548180828,0.782574583,0.741475
2290,0.543330884,0.783073478,0.738205
2291,0.540056457,0.784094139,0.734278
2292,0.536362924,0.786911193,0.730257
2293,0.534105083,0.788159555,0.725521
2294,0.532794086,0.789508395,0.719267
2295,0.533283462,0.78908942,0.714237
2296,0.534409559,0.78854179,0.710189
2297,0.53617484,0.788495533,0.703735
2298,0.539986392,0.788902951,0.700626
2299,0.544267223,0.79107814,0.698258
2300,0.54866814,0.792822929,0.695177
2301,0.55387835,0.79453601,0.694136
2302,0.560273001,0.795620374,0.692558
2303,0.565172411,0.794849959,0.69032
2304,0.569903724,0.794609108,0.689692
2305,0.575699542,0.793813218,0.688978
2306,0.580224041,0.793684422,0.687193
2307,0.584521837,0.794732467,0.687485
2308,0.588303215,0.794495975,0.687787
2309,0.59182878,0.79386455,0.687885
2310,0.595170636,0.792989365,0.689173
2311,0.597721527,0.790425087,0.69186
2312,0.601063247,0.79044663,0.693997
2313,0.605631886,0.79159509,0.695707
2314,0.60874099,0.793109274,0.69963
2315,0.61147141,0.797096673,0.705084
2316,0.61366859,0.799122882,0.710509
2317,0.614493191,0.800656014,0.718912
2318,0.615537959,0.8012578,0.724119
2319,0.616104618,0.800613807,0.728425
2320,0.617282299,0.800537829,0.731054
2321,0.618852035,0.799935808,0.730585
2322,0.620094859,0.799029653,0.73116
2323,0.621568258,0.798397423,0.730581
2324,0.622525346,0.797147339,0.73047
2325,0.622104455,0.794337488,0.732078
2326,0.622736567,0.79346446,0.731475
2327,0.624225868,0.79346648,0.729681
2328,0.625121566,0.793270215,0.727316
2329,0.625938355,0.794258937,0.724203
2330,0.627555996,0.79505805,0.719984
2331,0.626994609,0.796661109,0.715662
2332,0.627223049,0.797805649,0.71248
2333,0.627553923,0.799554514,0.709349
2334,0.626944433,0.800093569,0.705993
2335,0.62632998,0.799196647,0.705617
2336,0.625309479,0.798217645,0.703225
2337,0.624214863,0.795934924,0.700604
2338,0.622633208,0.796272401,0.697399
2339,0.62192164,0.796375995,0.691814
2340,0.621864872,0.797330135,0.683171
2341,0.621584724,0.797649139,0.677033
2342,0.621415902,0.798769801,0.669499
2343,0.622090778,0.797388439,0.66494
2344,0.623673827,0.794097398,0.663206
2345,0.62414933,0.792961382,0.660322
2346,0.62483807,0.790589711,0.658742
2347,0.625093135,0.791242154,0.655409
2348,0.624308314,0.795281981,0.650639
2349,0.623562441,0.797222635,0.647352
2350,0.623135242,0.798983726,0.644037
2351,0.621996252,0.801177887,0.641026
2352,0.619788722,0.804893331,0.63894
